DATE,NAME,ALPHA-2,ALPHA-3,REGION,SPECIE,MEAN_BY_COUNTRY
2022,Thailand,TH,THA,Asia,no2,5.435041639974376
2022,Thailand,TH,THA,Asia,o3,8.51412213740458
2022,Thailand,TH,THA,Asia,pm10,31.863904034896404
2022,Thailand,TH,THA,Asia,pm25,64.80261723009815
2022,Thailand,TH,THA,Asia,so2,1.401398992725238
2014,Turkey,TR,TUR,Asia,co,6.1066666666666665
2014,Turkey,TR,TUR,Asia,no2,17.533333333333335
2014,Turkey,TR,TUR,Asia,o3,8.411111111111111
2014,Turkey,TR,TUR,Asia,pm10,26.90740740740741
2014,Turkey,TR,TUR,Asia,pm25,67.0
2014,Turkey,TR,TUR,Asia,so2,4.013725490196078
2015,Turkey,TR,TUR,Asia,co,5.973703041144902
2015,Turkey,TR,TUR,Asia,no2,15.35138306789606
2015,Turkey,TR,TUR,Asia,o3,17.253643216080402
2015,Turkey,TR,TUR,Asia,pm10,41.704134762634
2015,Turkey,TR,TUR,Asia,pm25,65.31934731934732
2015,Turkey,TR,TUR,Asia,so2,5.082795698924731
2016,Turkey,TR,TUR,Asia,co,8.543707713125846
2016,Turkey,TR,TUR,Asia,no2,20.793591905564924
2016,Turkey,TR,TUR,Asia,o3,15.88373231773667
2016,Turkey,TR,TUR,Asia,pm10,43.68878923766816
2016,Turkey,TR,TUR,Asia,pm25,74.1318407960199
2016,Turkey,TR,TUR,Asia,so2,5.784978671541743
2017,Turkey,TR,TUR,Asia,co,8.418193438432041
2017,Turkey,TR,TUR,Asia,no2,22.8125583368689
2017,Turkey,TR,TUR,Asia,o3,15.145489762036526
2017,Turkey,TR,TUR,Asia,pm10,41.479914790018256
2017,Turkey,TR,TUR,Asia,pm25,79.92292993630574
2017,Turkey,TR,TUR,Asia,so2,6.461778185151236
2018,Turkey,TR,TUR,Asia,co,12.599838187702264
2018,Turkey,TR,TUR,Asia,no2,27.44982332155477
2018,Turkey,TR,TUR,Asia,o3,15.250532212885155
2018,Turkey,TR,TUR,Asia,pm10,41.48086419753086
2018,Turkey,TR,TUR,Asia,pm25,74.53258845437617
2018,Turkey,TR,TUR,Asia,so2,6.815303918543659
2019,Turkey,TR,TUR,Asia,co,10.840396484009725
2019,Turkey,TR,TUR,Asia,no2,17.69925258719816
2019,Turkey,TR,TUR,Asia,o3,17.870889748549324
2019,Turkey,TR,TUR,Asia,pm10,36.89055759706023
2019,Turkey,TR,TUR,Asia,pm25,69.06322674418605
2019,Turkey,TR,TUR,Asia,so2,7.166315789473685
2020,Turkey,TR,TUR,Asia,co,9.102538611752175
2020,Turkey,TR,TUR,Asia,no2,15.06055399719495
2020,Turkey,TR,TUR,Asia,o3,17.240547459629777
2020,Turkey,TR,TUR,Asia,pm10,36.41267745130406
2020,Turkey,TR,TUR,Asia,pm25,67.56887706631198
2020,Turkey,TR,TUR,Asia,so2,8.901087478010554
2021,Turkey,TR,TUR,Asia,co,9.366770186335403
2021,Turkey,TR,TUR,Asia,no2,15.26490875347974
2021,Turkey,TR,TUR,Asia,o3,17.305492191612565
2021,Turkey,TR,TUR,Asia,pm10,37.88589610774012
2021,Turkey,TR,TUR,Asia,pm25,68.5483032711709
2021,Turkey,TR,TUR,Asia,so2,9.530307488597911
2022,Turkey,TR,TUR,Asia,co,8.504264870931538
2022,Turkey,TR,TUR,Asia,no2,14.73848566308244
2022,Turkey,TR,TUR,Asia,o3,15.813860395296473
2022,Turkey,TR,TUR,Asia,pm10,37.307315988436734
2022,Turkey,TR,TUR,Asia,pm25,63.86089297733902
2022,Turkey,TR,TUR,Asia,so2,8.93311993171148
2014,Taiwan,TW,TWN,Asia,co,5.592592592592593
2014,Taiwan,TW,TWN,Asia,no2,17.54074074074074
2014,Taiwan,TW,TWN,Asia,o3,24.2
2014,Taiwan,TW,TWN,Asia,pm10,56.592592592592595
2014,Taiwan,TW,TWN,Asia,pm25,103.14814814814815
2014,Taiwan,TW,TWN,Asia,so2,5.351851851851852
2015,Taiwan,TW,TWN,Asia,co,4.339917695473251
2015,Taiwan,TW,TWN,Asia,no2,12.05132275132275
2015,Taiwan,TW,TWN,Asia,o3,21.589582107121835
2015,Taiwan,TW,TWN,Asia,pm10,40.613756613756614
2015,Taiwan,TW,TWN,Asia,pm25,70.02292768959435
2015,Taiwan,TW,TWN,Asia,so2,4.228191489361702
2016,Taiwan,TW,TWN,Asia,co,4.405795387344766
2016,Taiwan,TW,TWN,Asia,no2,12.255378250591015
2016,Taiwan,TW,TWN,Asia,o3,20.477955082742316
2016,Taiwan,TW,TWN,Asia,pm10,36.997635933806144
2016,Taiwan,TW,TWN,Asia,pm25,67.96808510638297
2016,Taiwan,TW,TWN,Asia,so2,3.9265002970885323
2017,Taiwan,TW,TWN,Asia,co,4.062942612942614
2017,Taiwan,TW,TWN,Asia,no2,11.519719169719169
2017,Taiwan,TW,TWN,Asia,o3,23.961111111111112
2017,Taiwan,TW,TWN,Asia,pm10,38.28266178266178
2017,Taiwan,TW,TWN,Asia,pm25,67.09706959706959
2017,Taiwan,TW,TWN,Asia,so2,3.922029702970297
2018,Taiwan,TW,TWN,Asia,co,3.899271402550091
2018,Taiwan,TW,TWN,Asia,no2,10.977899210686095
2018,Taiwan,TW,TWN,Asia,o3,23.73072252580449
2018,Taiwan,TW,TWN,Asia,pm10,38.537947783849425
2018,Taiwan,TW,TWN,Asia,pm25,65.94778384942319
2018,Taiwan,TW,TWN,Asia,so2,3.8347746650426306
2019,Taiwan,TW,TWN,Asia,co,3.6838038632986625
2019,Taiwan,TW,TWN,Asia,no2,9.480540701128936
2019,Taiwan,TW,TWN,Asia,o3,23.247563874034462
2019,Taiwan,TW,TWN,Asia,pm10,30.12578055307761
2019,Taiwan,TW,TWN,Asia,pm25,57.016636957813425
2019,Taiwan,TW,TWN,Asia,so2,3.2971105153410782
2020,Taiwan,TW,TWN,Asia,co,3.602300785634119
2020,Taiwan,TW,TWN,Asia,no2,8.627076318742986
2020,Taiwan,TW,TWN,Asia,o3,22.759371492704826
2020,Taiwan,TW,TWN,Asia,pm10,26.870786516853933
2020,Taiwan,TW,TWN,Asia,pm25,49.683515866329685
2020,Taiwan,TW,TWN,Asia,so2,2.852040529130312
2021,Taiwan,TW,TWN,Asia,co,3.298617771509168
2021,Taiwan,TW,TWN,Asia,no2,8.302820874471086
2021,Taiwan,TW,TWN,Asia,o3,21.866356457980825
2021,Taiwan,TW,TWN,Asia,pm10,27.750070601524992
2021,Taiwan,TW,TWN,Asia,pm25,53.30691114245416
2021,Taiwan,TW,TWN,Asia,so2,2.498053596614951
2022,Taiwan,TW,TWN,Asia,co,3.007506361323155
2022,Taiwan,TW,TWN,Asia,no2,7.655428329092452
2022,Taiwan,TW,TWN,Asia,o3,21.01730279898219
2022,Taiwan,TW,TWN,Asia,pm10,22.73960983884648
2022,Taiwan,TW,TWN,Asia,pm25,44.49618320610687
2022,Taiwan,TW,TWN,Asia,so2,1.8196352841391008
2014,United States,US,USA,Americas,co,3.554054054054054
2014,United States,US,USA,Americas,no2,8.793589743589743
2014,United States,US,USA,Americas,o3,13.036842105263158
2014,United States,US,USA,Americas,pm10,15.69047619047619
2014,United States,US,USA,Americas,pm25,29.348837209302324
2014,United States,US,USA,Americas,so2,1.0452830188679245
2015,United States,US,USA,Americas,co,3.1981700753498385
2015,United States,US,USA,Americas,no2,9.646647807637907
2015,United States,US,USA,Americas,o3,20.9717606630281
2015,United States,US,USA,Americas,pm10,17.288383838383837
2015,United States,US,USA,Americas,pm25,34.51063014748132
2015,United States,US,USA,Americas,so2,2.1546762589928057
2016,United States,US,USA,Americas,co,3.1879920982079866
2016,United States,US,USA,Americas,no2,8.885294892048446
2016,United States,US,USA,Americas,o3,22.53335291238375
2016,United States,US,USA,Americas,pm10,16.863535775756084
2016,United States,US,USA,Americas,pm25,30.715179822512845
2016,United States,US,USA,Americas,so2,1.1994561362024119
2017,United States,US,USA,Americas,co,2.7147603027754412
2017,United States,US,USA,Americas,no2,8.76543890307837
2017,United States,US,USA,Americas,o3,22.526629404132148
2017,United States,US,USA,Americas,pm10,16.098147702670193
2017,United States,US,USA,Americas,pm25,30.091261008419625
2017,United States,US,USA,Americas,so2,1.4526027397260273
2018,United States,US,USA,Americas,co,2.9699749093950376
2018,United States,US,USA,Americas,no2,8.702066115702479
2018,United States,US,USA,Americas,o3,22.128782470751535
2018,United States,US,USA,Americas,pm10,18.455862068965516
2018,United States,US,USA,Americas,pm25,31.722876325776003
2018,United States,US,USA,Americas,so2,1.1864491844416563
2019,United States,US,USA,Americas,co,5.774110032362459
2019,United States,US,USA,Americas,no2,8.567090044703043
2019,United States,US,USA,Americas,o3,24.600133736192976
2019,United States,US,USA,Americas,pm10,16.662397761515283
2019,United States,US,USA,Americas,pm25,30.440097799511
2019,United States,US,USA,Americas,so2,1.0632829636851084
2020,United States,US,USA,Americas,co,3.21879773343188
2020,United States,US,USA,Americas,no2,7.7267925260231465
2020,United States,US,USA,Americas,o3,19.589847331852344
2020,United States,US,USA,Americas,pm10,18.368685891232822
2020,United States,US,USA,Americas,pm25,31.980318352909165
2020,United States,US,USA,Americas,so2,0.994081547742875
2021,United States,US,USA,Americas,co,2.9065505854097866
2021,United States,US,USA,Americas,no2,7.6255851638458765
2021,United States,US,USA,Americas,o3,20.494295091461943
2021,United States,US,USA,Americas,pm10,18.543366150961088
2021,United States,US,USA,Americas,pm25,32.565040462427746
2021,United States,US,USA,Americas,so2,0.9909980640998063
2022,United States,US,USA,Americas,co,2.6064258519825425
2022,United States,US,USA,Americas,no2,7.324545869465997
2022,United States,US,USA,Americas,o3,22.33755128956624
2022,United States,US,USA,Americas,pm10,17.79957861469581
2022,United States,US,USA,Americas,pm25,30.89858026426764
2022,United States,US,USA,Americas,so2,1.070073589533933
2014,Vietnam,VN,VNM,Asia,co,16.314285714285713
2014,Vietnam,VN,VNM,Asia,no2,23.0
2014,Vietnam,VN,VNM,Asia,o3,8.071428571428571
2014,Vietnam,VN,VNM,Asia,pm10,60.6
2014,Vietnam,VN,VNM,Asia,pm25,137.8
2014,Vietnam,VN,VNM,Asia,so2,9.314285714285715
2015,Vietnam,VN,VNM,Asia,co,13.945833333333335
2015,Vietnam,VN,VNM,Asia,no2,14.007164179104477
2015,Vietnam,VN,VNM,Asia,o3,15.111044776119403
2015,Vietnam,VN,VNM,Asia,pm10,36.62091503267974
2015,Vietnam,VN,VNM,Asia,pm25,78.01923076923077
2015,Vietnam,VN,VNM,Asia,so2,7.611309523809524
2016,Vietnam,VN,VNM,Asia,co,27.782208588957054
2016,Vietnam,VN,VNM,Asia,no2,9.930656934306569
2016,Vietnam,VN,VNM,Asia,o3,29.891304347826086
2016,Vietnam,VN,VNM,Asia,pm10,32.06716417910448
2016,Vietnam,VN,VNM,Asia,pm25,93.02808988764045
2016,Vietnam,VN,VNM,Asia,so2,9.198550724637682
2017,Vietnam,VN,VNM,Asia,co,25.59206349206349
2017,Vietnam,VN,VNM,Asia,no2,8.39553264604811
2017,Vietnam,VN,VNM,Asia,o3,18.688666666666666
2017,Vietnam,VN,VNM,Asia,pm10,28.683615819209038
2017,Vietnam,VN,VNM,Asia,pm25,84.55826558265582
2017,Vietnam,VN,VNM,Asia,so2,13.301694915254238
2018,Vietnam,VN,VNM,Asia,pm10,34.154545454545456
2018,Vietnam,VN,VNM,Asia,pm25,90.18181818181819
2018,Vietnam,VN,VNM,Asia,so2,32.810526315789474
2019,Vietnam,VN,VNM,Asia,co,2.2710679611650484
2019,Vietnam,VN,VNM,Asia,no2,10.733980582524271
2019,Vietnam,VN,VNM,Asia,o3,14.097292069632495
2019,Vietnam,VN,VNM,Asia,pm10,24.05429071803853
2019,Vietnam,VN,VNM,Asia,pm25,60.871428571428574
2019,Vietnam,VN,VNM,Asia,so2,61.32795698924731
2020,Vietnam,VN,VNM,Asia,co,3.8657945736434107
2020,Vietnam,VN,VNM,Asia,no2,10.235744680851063
2020,Vietnam,VN,VNM,Asia,o3,9.219031531531531
2020,Vietnam,VN,VNM,Asia,pm10,23.998595505617978
2020,Vietnam,VN,VNM,Asia,pm25,45.9232044198895
2020,Vietnam,VN,VNM,Asia,so2,9.563724137931034
2021,Vietnam,VN,VNM,Asia,co,4.51177015755329
2021,Vietnam,VN,VNM,Asia,no2,11.056563500533619
2021,Vietnam,VN,VNM,Asia,o3,10.293637327677624
2021,Vietnam,VN,VNM,Asia,pm10,23.872460496613996
2021,Vietnam,VN,VNM,Asia,pm25,50.23924941360438
2021,Vietnam,VN,VNM,Asia,so2,10.697127222982216
2022,Vietnam,VN,VNM,Asia,co,5.823824451410658
2022,Vietnam,VN,VNM,Asia,no2,7.965062111801243
2022,Vietnam,VN,VNM,Asia,o3,8.064906832298137
2022,Vietnam,VN,VNM,Asia,pm10,25.016627078384797
2022,Vietnam,VN,VNM,Asia,pm25,58.91044776119403
2022,Vietnam,VN,VNM,Asia,so2,11.115445026178012
2014,South Africa,ZA,ZAF,Africa,pm10,13.0
2014,South Africa,ZA,ZAF,Africa,so2,1.5666666666666667
2015,South Africa,ZA,ZAF,Africa,pm10,25.36842105263158
2015,South Africa,ZA,ZAF,Africa,so2,1.25
2016,South Africa,ZA,ZAF,Africa,pm10,21.229007633587788
2016,South Africa,ZA,ZAF,Africa,so2,1.1038167938931298
2017,South Africa,ZA,ZAF,Africa,pm10,21.17222222222222
2017,South Africa,ZA,ZAF,Africa,so2,1.3472222222222223
2018,South Africa,ZA,ZAF,Africa,co,4.75
2018,South Africa,ZA,ZAF,Africa,no2,2.9333333333333336
2018,South Africa,ZA,ZAF,Africa,o3,8.05
2018,South Africa,ZA,ZAF,Africa,pm10,17.819148936170212
2018,South Africa,ZA,ZAF,Africa,pm25,47.2
2018,South Africa,ZA,ZAF,Africa,so2,1.5069518716577541
2019,South Africa,ZA,ZAF,Africa,co,6.859205426356589
2019,South Africa,ZA,ZAF,Africa,no2,5.37687573270809
2019,South Africa,ZA,ZAF,Africa,o3,8.199669811320755
2019,South Africa,ZA,ZAF,Africa,pm10,32.62189704729553
2019,South Africa,ZA,ZAF,Africa,pm25,56.165347885402454
2019,South Africa,ZA,ZAF,Africa,so2,3.8387139454882244
2020,South Africa,ZA,ZAF,Africa,co,7.698266129032258
2020,South Africa,ZA,ZAF,Africa,no2,4.640620310155078
2020,South Africa,ZA,ZAF,Africa,o3,7.361016260162601
2020,South Africa,ZA,ZAF,Africa,pm10,29.17001617001617
2020,South Africa,ZA,ZAF,Africa,pm25,51.178763127187864
2020,South Africa,ZA,ZAF,Africa,so2,2.5580818242790073
2021,South Africa,ZA,ZAF,Africa,co,5.875010258514567
2021,South Africa,ZA,ZAF,Africa,no2,3.424357601713062
2021,South Africa,ZA,ZAF,Africa,o3,7.400625260525218
2021,South Africa,ZA,ZAF,Africa,pm10,28.937189672293943
2021,South Africa,ZA,ZAF,Africa,pm25,50.911099949773984
2021,South Africa,ZA,ZAF,Africa,so2,1.802954796030871
2022,South Africa,ZA,ZAF,Africa,co,6.569396551724139
2022,South Africa,ZA,ZAF,Africa,no2,5.7446773303916165
2022,South Africa,ZA,ZAF,Africa,o3,6.441432019308126
2022,South Africa,ZA,ZAF,Africa,pm10,31.297929792979296
2022,South Africa,ZA,ZAF,Africa,pm25,57.36511627906977
2022,South Africa,ZA,ZAF,Africa,so2,2.0732673267326733
2015,United Arab Emirates,AE,ARE,Asia,co,3.2424999999999997
2015,United Arab Emirates,AE,ARE,Asia,no2,32.68518518518518
2015,United Arab Emirates,AE,ARE,Asia,o3,30.575
2015,United Arab Emirates,AE,ARE,Asia,pm10,50.45
2015,United Arab Emirates,AE,ARE,Asia,pm25,117.7125
2015,United Arab Emirates,AE,ARE,Asia,so2,41.5675
2016,United Arab Emirates,AE,ARE,Asia,co,0.09999999999999999
2016,United Arab Emirates,AE,ARE,Asia,no2,8.109467455621301
2016,United Arab Emirates,AE,ARE,Asia,o3,30.06529411764706
2016,United Arab Emirates,AE,ARE,Asia,pm10,50.61176470588235
2016,United Arab Emirates,AE,ARE,Asia,so2,1.6396449704142013
2018,United Arab Emirates,AE,ARE,Asia,co,0.10075757575757577
2018,United Arab Emirates,AE,ARE,Asia,no2,14.923295454545455
2018,United Arab Emirates,AE,ARE,Asia,o3,37.863736263736264
2018,United Arab Emirates,AE,ARE,Asia,pm10,90.50568181818181
2018,United Arab Emirates,AE,ARE,Asia,pm25,122.65191740412979
2018,United Arab Emirates,AE,ARE,Asia,so2,5.623295454545454
2019,United Arab Emirates,AE,ARE,Asia,co,0.1
2019,United Arab Emirates,AE,ARE,Asia,no2,13.085
2019,United Arab Emirates,AE,ARE,Asia,o3,15.853578336557058
2019,United Arab Emirates,AE,ARE,Asia,pm10,79.71144278606965
2019,United Arab Emirates,AE,ARE,Asia,pm25,114.15645161290323
2019,United Arab Emirates,AE,ARE,Asia,so2,4.9799999999999995
2020,United Arab Emirates,AE,ARE,Asia,co,0.1
2020,United Arab Emirates,AE,ARE,Asia,no2,10.717929292929293
2020,United Arab Emirates,AE,ARE,Asia,o3,18.057331571994716
2020,United Arab Emirates,AE,ARE,Asia,pm10,78.47979797979798
2020,United Arab Emirates,AE,ARE,Asia,pm25,83.0272373540856
2020,United Arab Emirates,AE,ARE,Asia,so2,4.9676767676767675
2021,United Arab Emirates,AE,ARE,Asia,co,0.1
2021,United Arab Emirates,AE,ARE,Asia,no2,11.034805194805195
2021,United Arab Emirates,AE,ARE,Asia,o3,22.078070175438597
2021,United Arab Emirates,AE,ARE,Asia,pm10,76.96113989637306
2021,United Arab Emirates,AE,ARE,Asia,pm25,95.13872832369943
2021,United Arab Emirates,AE,ARE,Asia,so2,5.095064935064935
2022,United Arab Emirates,AE,ARE,Asia,co,0.1
2022,United Arab Emirates,AE,ARE,Asia,no2,11.147490347490347
2022,United Arab Emirates,AE,ARE,Asia,o3,24.906112469437655
2022,United Arab Emirates,AE,ARE,Asia,pm10,106.72762645914396
2022,United Arab Emirates,AE,ARE,Asia,pm25,140.85162601626016
2022,United Arab Emirates,AE,ARE,Asia,so2,5.934362934362935
2015,Argentina,AR,ARG,Americas,co,4.413636363636363
2015,Argentina,AR,ARG,Americas,no2,8.530232558139534
2015,Argentina,AR,ARG,Americas,pm10,26.4
2016,Argentina,AR,ARG,Americas,co,1.053631284916201
2016,Argentina,AR,ARG,Americas,no2,5.803846153846154
2016,Argentina,AR,ARG,Americas,o3,11.901156069364163
2016,Argentina,AR,ARG,Americas,pm10,17.47872340425532
2016,Argentina,AR,ARG,Americas,pm25,44.205714285714286
2016,Argentina,AR,ARG,Americas,so2,2.824390243902439
2017,Argentina,AR,ARG,Americas,co,6.051190476190476
2017,Argentina,AR,ARG,Americas,o3,10.947777777777777
2017,Argentina,AR,ARG,Americas,pm10,17.162011173184357
2017,Argentina,AR,ARG,Americas,pm25,46.402234636871505
2017,Argentina,AR,ARG,Americas,so2,5.265789473684211
2018,Argentina,AR,ARG,Americas,co,4.001648351648352
2018,Argentina,AR,ARG,Americas,no2,7.987362637362637
2018,Argentina,AR,ARG,Americas,o3,8.303370786516854
2018,Argentina,AR,ARG,Americas,pm10,22.302197802197803
2018,Argentina,AR,ARG,Americas,pm25,42.752808988764045
2018,Argentina,AR,ARG,Americas,so2,4.051875
2019,Argentina,AR,ARG,Americas,co,2.8816901408450706
2019,Argentina,AR,ARG,Americas,no2,9.480530973451327
2019,Argentina,AR,ARG,Americas,o3,10.53370786516854
2019,Argentina,AR,ARG,Americas,pm10,17.843835616438355
2019,Argentina,AR,ARG,Americas,pm25,39.74104683195592
2019,Argentina,AR,ARG,Americas,so2,5.499521531100478
2020,Argentina,AR,ARG,Americas,co,3.794897959183673
2020,Argentina,AR,ARG,Americas,no2,8.319160104986876
2020,Argentina,AR,ARG,Americas,o3,6.780939226519337
2020,Argentina,AR,ARG,Americas,pm10,16.825757575757574
2020,Argentina,AR,ARG,Americas,pm25,35.49867374005305
2020,Argentina,AR,ARG,Americas,so2,3.1521929824561408
2021,Argentina,AR,ARG,Americas,co,1.6179558011049724
2021,Argentina,AR,ARG,Americas,no2,8.079190751445086
2021,Argentina,AR,ARG,Americas,o3,9.619565217391305
2021,Argentina,AR,ARG,Americas,pm10,15.903846153846153
2021,Argentina,AR,ARG,Americas,pm25,35.28611111111111
2021,Argentina,AR,ARG,Americas,so2,2.8809782608695653
2022,Argentina,AR,ARG,Americas,co,2.608846153846154
2022,Argentina,AR,ARG,Americas,no2,7.377070063694267
2022,Argentina,AR,ARG,Americas,o3,10.142578125
2022,Argentina,AR,ARG,Americas,pm10,21.26153846153846
2022,Argentina,AR,ARG,Americas,pm25,38.8828125
2022,Argentina,AR,ARG,Americas,so2,2.3595238095238096
2015,Bulgaria,BG,BGR,Europe,co,0.16428571428571428
2015,Bulgaria,BG,BGR,Europe,no2,6.690445859872612
2015,Bulgaria,BG,BGR,Europe,o3,25.356962025316456
2015,Bulgaria,BG,BGR,Europe,pm10,34.19230769230769
2015,Bulgaria,BG,BGR,Europe,pm25,74.37974683544304
2015,Bulgaria,BG,BGR,Europe,so2,4.424050632911392
2016,Bulgaria,BG,BGR,Europe,co,0.15718085106382979
2016,Bulgaria,BG,BGR,Europe,no2,8.73315649867374
2016,Bulgaria,BG,BGR,Europe,o3,19.978779840848805
2016,Bulgaria,BG,BGR,Europe,pm10,26.585106382978722
2016,Bulgaria,BG,BGR,Europe,so2,3.599195710455764
2017,Bulgaria,BG,BGR,Europe,co,0.16371191135734073
2017,Bulgaria,BG,BGR,Europe,no2,10.206611570247935
2017,Bulgaria,BG,BGR,Europe,o3,21.744903581267216
2017,Bulgaria,BG,BGR,Europe,pm10,25.008064516129032
2017,Bulgaria,BG,BGR,Europe,pm25,93.00561797752809
2017,Bulgaria,BG,BGR,Europe,so2,4.389196675900277
2018,Bulgaria,BG,BGR,Europe,co,0.15027624309392265
2018,Bulgaria,BG,BGR,Europe,no2,10.001988071570576
2018,Bulgaria,BG,BGR,Europe,o3,21.830181086519115
2018,Bulgaria,BG,BGR,Europe,pm10,25.634888438133874
2018,Bulgaria,BG,BGR,Europe,pm25,81.28813559322033
2018,Bulgaria,BG,BGR,Europe,so2,5.0212121212121215
2019,Bulgaria,BG,BGR,Europe,co,0.1
2019,Bulgaria,BG,BGR,Europe,no2,8.8013501350135
2019,Bulgaria,BG,BGR,Europe,o3,15.91294964028777
2019,Bulgaria,BG,BGR,Europe,pm10,27.230379746835442
2019,Bulgaria,BG,BGR,Europe,pm25,73.67283950617283
2019,Bulgaria,BG,BGR,Europe,so2,5.922972972972973
2020,Bulgaria,BG,BGR,Europe,co,0.10000000000000002
2020,Bulgaria,BG,BGR,Europe,no2,7.441765241128299
2020,Bulgaria,BG,BGR,Europe,o3,14.20970081595648
2020,Bulgaria,BG,BGR,Europe,pm10,25.020890099909174
2020,Bulgaria,BG,BGR,Europe,pm25,2.0
2020,Bulgaria,BG,BGR,Europe,so2,5.706789250353607
2021,Bulgaria,BG,BGR,Europe,co,0.1
2021,Bulgaria,BG,BGR,Europe,no2,9.343583118001723
2021,Bulgaria,BG,BGR,Europe,o3,18.280862068965515
2021,Bulgaria,BG,BGR,Europe,pm10,24.726724137931033
2021,Bulgaria,BG,BGR,Europe,so2,4.913411458333333
2022,Bulgaria,BG,BGR,Europe,co,0.1
2022,Bulgaria,BG,BGR,Europe,no2,5.751041666666667
2022,Bulgaria,BG,BGR,Europe,o3,21.063541666666666
2022,Bulgaria,BG,BGR,Europe,pm10,23.213498622589533
2022,Bulgaria,BG,BGR,Europe,so2,5.177321814254859
2015,Ecuador,EC,ECU,Americas,co,6.010382513661202
2015,Ecuador,EC,ECU,Americas,no2,18.4
2015,Ecuador,EC,ECU,Americas,o3,14.504597701149427
2015,Ecuador,EC,ECU,Americas,pm10,41.0
2015,Ecuador,EC,ECU,Americas,pm25,51.05172413793103
2015,Ecuador,EC,ECU,Americas,so2,3.5896174863387977
2016,Ecuador,EC,ECU,Americas,co,7.220670391061453
2016,Ecuador,EC,ECU,Americas,no2,19.89217877094972
2016,Ecuador,EC,ECU,Americas,o3,13.57150837988827
2016,Ecuador,EC,ECU,Americas,pm10,28.081818181818182
2016,Ecuador,EC,ECU,Americas,pm25,57.85405405405405
2016,Ecuador,EC,ECU,Americas,so2,3.806145251396648
2017,Ecuador,EC,ECU,Americas,pm25,58.46408839779006
2018,Ecuador,EC,ECU,Americas,co,4.6
2018,Ecuador,EC,ECU,Americas,o3,22.1
2018,Ecuador,EC,ECU,Americas,pm10,40.0
2018,Ecuador,EC,ECU,Americas,pm25,61.13259668508287
2018,Ecuador,EC,ECU,Americas,so2,2.0
2019,Ecuador,EC,ECU,Americas,co,6.217027027027028
2019,Ecuador,EC,ECU,Americas,o3,16.787837837837838
2019,Ecuador,EC,ECU,Americas,pm10,34.22432432432432
2019,Ecuador,EC,ECU,Americas,pm25,55.45822102425876
2019,Ecuador,EC,ECU,Americas,so2,3.1075675675675676
2020,Ecuador,EC,ECU,Americas,co,5.578272251308901
2020,Ecuador,EC,ECU,Americas,o3,19.377225130890054
2020,Ecuador,EC,ECU,Americas,pm10,27.55026455026455
2020,Ecuador,EC,ECU,Americas,pm25,49.746073298429316
2020,Ecuador,EC,ECU,Americas,so2,3.384816753926702
2021,Ecuador,EC,ECU,Americas,co,6.228925619834711
2021,Ecuador,EC,ECU,Americas,o3,15.496143250688705
2021,Ecuador,EC,ECU,Americas,pm10,28.549723756906076
2021,Ecuador,EC,ECU,Americas,pm25,51.58126721763085
2021,Ecuador,EC,ECU,Americas,so2,3.4920110192837464
2022,Ecuador,EC,ECU,Americas,co,6.31038961038961
2022,Ecuador,EC,ECU,Americas,o3,13.597402597402597
2022,Ecuador,EC,ECU,Americas,pm10,21.5974025974026
2022,Ecuador,EC,ECU,Americas,pm25,51.835443037974684
2022,Ecuador,EC,ECU,Americas,so2,4.093506493506493
2015,Guatemala,GT,GTM,Americas,co,0.1
2015,Guatemala,GT,GTM,Americas,pm10,42.0
2019,Guatemala,GT,GTM,Americas,pm25,49.689655172413794
2020,Guatemala,GT,GTM,Americas,pm25,60.46551724137931
2021,Guatemala,GT,GTM,Americas,pm25,55.78550724637681
2022,Guatemala,GT,GTM,Americas,o3,5.127777777777777
2022,Guatemala,GT,GTM,Americas,pm10,24.11111111111111
2022,Guatemala,GT,GTM,Americas,pm25,47.83549783549783
2015,Indonesia,ID,IDN,Asia,pm10,49.0
2015,Indonesia,ID,IDN,Asia,pm25,83.66666666666667
2016,Indonesia,ID,IDN,Asia,pm10,53.69047619047619
2016,Indonesia,ID,IDN,Asia,pm25,109.22222222222223
2017,Indonesia,ID,IDN,Asia,pm10,38.69491525423729
2017,Indonesia,ID,IDN,Asia,pm25,81.78089887640449
2018,Indonesia,ID,IDN,Asia,pm10,45.53846153846154
2018,Indonesia,ID,IDN,Asia,pm25,96.46153846153847
2019,Indonesia,ID,IDN,Asia,pm10,57.73262032085562
2019,Indonesia,ID,IDN,Asia,pm25,119.31099195710456
2020,Indonesia,ID,IDN,Asia,pm10,42.183023872679044
2020,Indonesia,ID,IDN,Asia,pm25,99.97260273972603
2021,Indonesia,ID,IDN,Asia,pm10,42.30612244897959
2021,Indonesia,ID,IDN,Asia,pm25,84.04568527918782
2022,Indonesia,ID,IDN,Asia,pm10,39.791666666666664
2022,Indonesia,ID,IDN,Asia,pm25,92.84351145038168
2015,Iran,IR,IRN,Asia,co,32.36842105263158
2015,Iran,IR,IRN,Asia,no2,63.55921052631579
2015,Iran,IR,IRN,Asia,o3,32.9078947368421
2015,Iran,IR,IRN,Asia,pm10,58.50657894736842
2015,Iran,IR,IRN,Asia,pm25,79.84210526315789
2015,Iran,IR,IRN,Asia,so2,20.32894736842105
2016,Iran,IR,IRN,Asia,co,30.250526315789475
